arch type  mix	threads	ms	ops	
AMD EBS	75-25	29	742	5000000
AMD EBS	75-25	29	769	5000000
AMD EBS	75-25	29	733	5000000
AMD EBS	75-25	29	741	5000000
AMD EBS	75-25	29	745	5000000
AMD EBS	75-25	29	736	5000000
AMD EBS	75-25	29	752	5000000
AMD EBS	75-25	30	743	5000000
AMD EBS	75-25	30	743	5000000
AMD EBS	75-25	30	755	5000000
AMD EBS	75-25	30	753	5000000
AMD EBS	75-25	30	740	5000000
AMD EBS	75-25	30	749	5000000
AMD EBS	75-25	30	761	5000000
AMD EBS	75-25	30	749	5000000
AMD EBS	75-25	30	742	5000000
AMD EBS	75-25	30	737	5000000
AMD EBS	75-25	31	753	5000000
AMD EBS	75-25	31	744	5000000
AMD EBS	75-25	31	748	5000000
AMD EBS	75-25	31	761	5000000
AMD EBS	75-25	31	745	5000000
AMD EBS	75-25	31	750	5000000
AMD EBS	75-25	31	746	5000000
AMD EBS	75-25	31	738	5000000
AMD EBS	75-25	31	774	5000000
AMD EBS	75-25	31	740	5000000
AMD EBS	75-25	32	744	5000000
AMD EBS	75-25	32	755	5000000
AMD EBS	75-25	32	773	5000000
AMD EBS	75-25	32	755	5000000
AMD EBS	75-25	32	815	5000000
AMD EBS	75-25	32	751	5000000
AMD EBS	75-25	32	757	5000000
AMD EBS	75-25	32	755	5000000
AMD EBS	75-25	32	751	5000000
AMD EBS	75-25	32	752	5000000
AMD EBS	75-25	33	746	5000000
AMD EBS	75-25	33	755	5000000
AMD EBS	75-25	33	760	5000000
AMD EBS	75-25	33	757	5000000
AMD EBS	75-25	33	763	5000000
AMD EBS	75-25	33	758	5000000
AMD EBS	75-25	33	766	5000000
AMD EBS	75-25	33	757	5000000
AMD EBS	75-25	33	769	5000000
AMD EBS	75-25	33	762	5000000
AMD EBS	75-25	34	767	5000000
AMD EBS	75-25	34	766	5000000
AMD EBS	75-25	34	757	5000000
AMD EBS	75-25	34	759	5000000
AMD EBS	75-25	34	757	5000000
AMD EBS	75-25	34	765	5000000
AMD EBS	75-25	34	752	5000000
AMD EBS	75-25	34	773	5000000
AMD EBS	75-25	34	759	5000000
AMD EBS	75-25	34	783	5000000
AMD EBS	75-25	35	778	5000000
AMD EBS	75-25	35	765	5000000
AMD EBS	75-25	35	786	5000000
AMD EBS	75-25	35	762	5000000
AMD EBS	75-25	35	773	5000000
AMD EBS	75-25	35	764	5000000
AMD EBS	75-25	35	766	5000000
AMD EBS	75-25	35	776	5000000
AMD EBS	75-25	35	758	5000000
AMD EBS	75-25	35	765	5000000
AMD EBS	75-25	36	774	5000000
AMD EBS	75-25	36	768	5000000
AMD EBS	75-25	36	770	5000000
AMD EBS	75-25	36	768	5000000
AMD EBS	75-25	36	765	5000000
AMD EBS	75-25	36	801	5000000
AMD EBS	75-25	36	771	5000000
AMD EBS	75-25	36	771	5000000
AMD EBS	75-25	36	778	5000000
AMD EBS	75-25	36	788	5000000
AMD EBS	75-25	37	773	5000000
AMD EBS	75-25	37	791	5000000
AMD EBS	75-25	37	788	5000000
AMD EBS	75-25	37	779	5000000
AMD EBS	75-25	37	786	5000000
AMD EBS	75-25	37	788	5000000
AMD EBS	75-25	37	786	5000000
AMD EBS	75-25	37	772	5000000
AMD EBS	75-25	37	781	5000000
AMD EBS	75-25	37	810	5000000
AMD EBS	75-25	38	787	5000000
AMD EBS	75-25	38	803	5000000
AMD EBS	75-25	38	785	5000000
AMD EBS	75-25	38	799	5000000
AMD EBS	75-25	38	779	5000000
AMD EBS	75-25	38	785	5000000
AMD EBS	75-25	38	786	5000000
AMD EBS	75-25	38	781	5000000
AMD EBS	75-25	38	778	5000000
AMD EBS	75-25	38	802	5000000
AMD EBS	75-25	39	896	5000000
AMD EBS	75-25	39	813	5000000
AMD EBS	75-25	39	791	5000000
AMD EBS	75-25	39	783	5000000
AMD EBS	75-25	39	805	5000000
AMD EBS	75-25	39	805	5000000
AMD EBS	75-25	39	853	5000000
AMD EBS	75-25	39	788	5000000
AMD EBS	75-25	39	779	5000000
AMD EBS	75-25	39	790	5000000
AMD EBS	75-25	40	793	5000000
AMD EBS	75-25	40	793	5000000
AMD EBS	75-25	40	809	5000000
AMD EBS	75-25	40	795	5000000
AMD EBS	75-25	40	814	5000000
AMD EBS	75-25	40	789	5000000
AMD EBS	75-25	40	784	5000000
AMD EBS	75-25	40	807	5000000
AMD EBS	75-25	40	799	5000000
AMD EBS	75-25	40	794	5000000
AMD EBS	75-25	41	805	5000000
AMD EBS	75-25	41	828	5000000
AMD EBS	75-25	41	810	5000000
AMD EBS	75-25	41	806	5000000
AMD EBS	75-25	41	806	5000000
AMD EBS	75-25	41	813	5000000
AMD EBS	75-25	41	806	5000000
AMD EBS	75-25	41	793	5000000
AMD EBS	75-25	41	802	5000000
AMD EBS	75-25	41	801	5000000
AMD EBS	75-25	42	806	5000000
AMD EBS	75-25	42	813	5000000
AMD EBS	75-25	42	819	5000000
AMD EBS	75-25	42	817	5000000
AMD EBS	75-25	42	808	5000000
AMD EBS	75-25	42	796	5000000
AMD EBS	75-25	42	808	5000000
AMD EBS	75-25	42	801	5000000
AMD EBS	75-25	42	802	5000000
AMD EBS	75-25	42	812	5000000
AMD EBS	75-25	43	829	5000000
AMD EBS	75-25	43	802	5000000
AMD EBS	75-25	43	818	5000000
AMD EBS	75-25	43	812	5000000
AMD EBS	75-25	43	815	5000000
AMD EBS	75-25	43	815	5000000
AMD EBS	75-25	43	821	5000000
AMD EBS	75-25	43	809	5000000
AMD EBS	75-25	43	805	5000000
AMD EBS	75-25	43	807	5000000
AMD EBS	75-25	44	830	5000000
AMD EBS	75-25	44	816	5000000
AMD EBS	75-25	44	817	5000000
AMD EBS	75-25	44	810	5000000
AMD EBS	75-25	44	822	5000000
AMD EBS	75-25	44	833	5000000
AMD EBS	75-25	44	823	5000000
AMD EBS	75-25	44	830	5000000
AMD EBS	75-25	44	869	5000000
AMD EBS	75-25	44	822	5000000
AMD EBS	75-25	45	826	5000000
AMD EBS	75-25	45	808	5000000
AMD EBS	75-25	45	850	5000000
AMD EBS	75-25	45	839	5000000
AMD EBS	75-25	45	854	5000000
AMD EBS	75-25	45	813	5000000
AMD EBS	75-25	45	834	5000000
AMD EBS	75-25	45	825	5000000
AMD EBS	75-25	45	826	5000000
AMD EBS	75-25	45	830	5000000
AMD EBS	75-25	46	837	5000000
AMD EBS	75-25	46	830	5000000
AMD EBS	75-25	46	828	5000000
AMD EBS	75-25	46	839	5000000
AMD EBS	75-25	46	842	5000000
AMD EBS	75-25	46	915	5000000
AMD EBS	75-25	46	843	5000000
AMD EBS	75-25	46	823	5000000
AMD EBS	75-25	46	843	5000000
AMD EBS	75-25	46	831	5000000
AMD EBS	75-25	47	832	5000000
AMD EBS	75-25	47	840	5000000
AMD EBS	75-25	47	849	5000000
AMD EBS	75-25	47	849	5000000
AMD EBS	75-25	47	850	5000000
AMD EBS	75-25	47	844	5000000
AMD EBS	75-25	47	834	5000000
AMD EBS	75-25	47	834	5000000
AMD EBS	75-25	47	868	5000000
AMD EBS	75-25	47	834	5000000
AMD EBS	75-25	48	839	5000000
AMD EBS	75-25	48	852	5000000
AMD EBS	75-25	48	853	5000000
AMD EBS	75-25	48	840	5000000
AMD EBS	75-25	48	835	5000000
AMD EBS	75-25	48	853	5000000
AMD EBS	75-25	48	846	5000000
AMD EBS	75-25	48	840	5000000
AMD EBS	75-25	48	844	5000000
AMD EBS	75-25	48	843	5000000
AMD EBS	75-25	49	842	5000000
AMD EBS	75-25	49	850	5000000
AMD EBS	75-25	49	850	5000000
AMD EBS	75-25	49	844	5000000
AMD EBS	75-25	49	849	5000000
AMD EBS	75-25	49	861	5000000
AMD EBS	75-25	49	847	5000000
AMD EBS	75-25	49	833	5000000
AMD EBS	75-25	49	851	5000000
AMD EBS	75-25	49	852	5000000
AMD EBS	75-25	50	858	5000000
AMD EBS	75-25	50	860	5000000
AMD EBS	75-25	50	845	5000000
AMD EBS	75-25	50	863	5000000
AMD EBS	75-25	50	852	5000000
AMD EBS	75-25	50	859	5000000
AMD EBS	75-25	50	862	5000000
AMD EBS	75-25	50	845	5000000
AMD EBS	75-25	50	856	5000000
AMD EBS	75-25	50	858	5000000
AMD EBS	75-25	51	868	5000000
AMD EBS	75-25	51	856	5000000
AMD EBS	75-25	51	865	5000000
AMD EBS	75-25	51	876	5000000
AMD EBS	75-25	51	892	5000000
AMD EBS	75-25	51	870	5000000
AMD EBS	75-25	51	860	5000000
AMD EBS	75-25	51	860	5000000
AMD EBS	75-25	51	856	5000000
AMD EBS	75-25	51	870	5000000
AMD EBS	75-25	52	855	5000000
AMD EBS	75-25	52	868	5000000
AMD EBS	75-25	52	873	5000000
AMD EBS	75-25	52	859	5000000
AMD EBS	75-25	52	861	5000000
AMD EBS	75-25	52	863	5000000
AMD EBS	75-25	52	872	5000000
AMD EBS	75-25	52	875	5000000
AMD EBS	75-25	52	864	5000000
AMD EBS	75-25	52	851	5000000
AMD EBS	75-25	53	876	5000000
AMD EBS	75-25	53	874	5000000
AMD EBS	75-25	53	887	5000000
AMD EBS	75-25	53	870	5000000
AMD EBS	75-25	53	879	5000000
AMD EBS	75-25	53	896	5000000
AMD EBS	75-25	53	873	5000000
AMD EBS	75-25	53	872	5000000
AMD EBS	75-25	53	873	5000000
AMD EBS	75-25	53	868	5000000
AMD EBS	75-25	54	881	5000000
AMD EBS	75-25	54	890	5000000
AMD EBS	75-25	54	879	5000000
AMD EBS	75-25	54	878	5000000
AMD EBS	75-25	54	897	5000000
AMD EBS	75-25	54	870	5000000
AMD EBS	75-25	54	875	5000000
AMD EBS	75-25	54	871	5000000
AMD EBS	75-25	54	869	5000000
AMD EBS	75-25	54	871	5000000
AMD EBS	75-25	55	878	5000000
AMD EBS	75-25	55	890	5000000
AMD EBS	75-25	55	884	5000000
AMD EBS	75-25	55	876	5000000
AMD EBS	75-25	55	889	5000000
AMD EBS	75-25	55	884	5000000
AMD EBS	75-25	55	880	5000000
AMD EBS	75-25	55	888	5000000
AMD EBS	75-25	55	893	5000000
AMD EBS	75-25	55	894	5000000
AMD EBS	75-25	56	909	5000000
AMD EBS	75-25	56	897	5000000
AMD EBS	75-25	56	900	5000000
AMD EBS	75-25	56	879	5000000
AMD EBS	75-25	56	920	5000000
AMD EBS	75-25	56	888	5000000
AMD EBS	75-25	56	884	5000000
AMD EBS	75-25	56	882	5000000
AMD EBS	75-25	56	902	5000000
AMD EBS	75-25	56	893	5000000
AMD EBS	75-25	57	897	5000000
AMD EBS	75-25	57	893	5000000
AMD EBS	75-25	57	898	5000000
AMD EBS	75-25	57	897	5000000
AMD EBS	75-25	57	898	5000000
AMD EBS	75-25	57	897	5000000
AMD EBS	75-25	57	891	5000000
AMD EBS	75-25	57	884	5000000
AMD EBS	75-25	57	894	5000000
AMD EBS	75-25	57	890	5000000
AMD EBS	75-25	58	892	5000000
AMD EBS	75-25	58	899	5000000
AMD EBS	75-25	58	903	5000000
AMD EBS	75-25	58	912	5000000
AMD EBS	75-25	58	898	5000000
AMD EBS	75-25	58	896	5000000
AMD EBS	75-25	58	904	5000000
AMD EBS	75-25	58	911	5000000
AMD EBS	75-25	58	902	5000000
AMD EBS	75-25	58	899	5000000
AMD EBS	75-25	59	908	5000000
AMD EBS	75-25	59	909	5000000
AMD EBS	75-25	59	910	5000000
AMD EBS	75-25	59	908	5000000
AMD EBS	75-25	59	909	5000000
AMD EBS	75-25	59	899	5000000
AMD EBS	75-25	59	897	5000000
AMD EBS	75-25	59	894	5000000
AMD EBS	75-25	59	890	5000000
AMD EBS	75-25	59	893	5000000
AMD EBS	75-25	60	916	5000000
AMD EBS	75-25	60	909	5000000
AMD EBS	75-25	60	905	5000000
AMD EBS	75-25	60	906	5000000
AMD EBS	75-25	60	915	5000000
AMD EBS	75-25	60	915	5000000
AMD EBS	75-25	60	905	5000000
AMD EBS	75-25	60	902	5000000
AMD EBS	75-25	60	914	5000000
AMD EBS	75-25	60	901	5000000
AMD EBS	75-25	61	916	5000000
AMD EBS	75-25	61	915	5000000
AMD EBS	75-25	61	911	5000000
AMD EBS	75-25	61	906	5000000
AMD EBS	75-25	61	901	5000000
AMD EBS	75-25	61	903	5000000
AMD EBS	75-25	61	910	5000000
AMD EBS	75-25	61	898	5000000
AMD EBS	75-25	61	905	5000000
AMD EBS	75-25	61	913	5000000
AMD EBS	75-25	62	914	5000000
AMD EBS	75-25	62	921	5000000
AMD EBS	75-25	62	910	5000000
AMD EBS	75-25	62	916	5000000
AMD EBS	75-25	62	923	5000000
AMD EBS	75-25	62	917	5000000
AMD EBS	75-25	62	906	5000000
AMD EBS	75-25	62	908	5000000
AMD EBS	75-25	62	918	5000000
AMD EBS	75-25	62	910	5000000
AMD EBS	75-25	63	904	5000000
AMD EBS	75-25	63	913	5000000
AMD EBS	75-25	63	918	5000000
AMD EBS	75-25	63	921	5000000
AMD EBS	75-25	63	919	5000000
AMD EBS	75-25	63	920	5000000
AMD EBS	75-25	63	916	5000000
AMD EBS	75-25	63	919	5000000
AMD EBS	75-25	63	911	5000000
AMD EBS	75-25	63	915	5000000
AMD EBS	75-25	64	912	5000000
AMD EBS	75-25	64	925	5000000
AMD EBS	75-25	64	917	5000000
AMD EBS	75-25	64	928	5000000
AMD EBS	75-25	64	916	5000000
AMD EBS	75-25	64	928	5000000
AMD EBS	75-25	64	926	5000000
AMD EBS	75-25	64	923	5000000
AMD EBS	75-25	64	923	5000000
AMD EBS	75-25	64	918	5000000
AMD Treiber	75-25	1	540	5000000
AMD Treiber	75-25	1	532	5000000
AMD Treiber	75-25	1	526	5000000
AMD Treiber	75-25	1	533	5000000
AMD Treiber	75-25	1	532	5000000
AMD Treiber	75-25	1	535	5000000
AMD Treiber	75-25	1	533	5000000
AMD Treiber	75-25	1	533	5000000
AMD Treiber	75-25	1	525	5000000
AMD Treiber	75-25	1	533	5000000
AMD Treiber	75-25	2	984	5000000
AMD Treiber	75-25	2	978	5000000
AMD Treiber	75-25	2	996	5000000
AMD Treiber	75-25	2	977	5000000
AMD Treiber	75-25	2	969	5000000
AMD Treiber	75-25	2	994	5000000
AMD Treiber	75-25	2	984	5000000
AMD Treiber	75-25	2	973	5000000
AMD Treiber	75-25	2	975	5000000
AMD Treiber	75-25	2	995	5000000
AMD Treiber	75-25	3	1314	5000000
AMD Treiber	75-25	3	1321	5000000
AMD Treiber	75-25	3	1279	5000000
AMD Treiber	75-25	3	1382	5000000
AMD Treiber	75-25	3	1292	5000000
AMD Treiber	75-25	3	1289	5000000
AMD Treiber	75-25	3	1353	5000000
AMD Treiber	75-25	3	1302	5000000
AMD Treiber	75-25	3	1011	5000000
AMD Treiber	75-25	3	1314	5000000
AMD Treiber	75-25	4	1553	5000000
AMD Treiber	75-25	4	1522	5000000
AMD Treiber	75-25	4	1539	5000000
AMD Treiber	75-25	4	1555	5000000
AMD Treiber	75-25	4	1549	5000000
AMD Treiber	75-25	4	1542	5000000
AMD Treiber	75-25	4	1539	5000000
AMD Treiber	75-25	4	1505	5000000
AMD Treiber	75-25	4	1510	5000000
AMD Treiber	75-25	4	1508	5000000
AMD Treiber	75-25	5	1662	5000000
AMD Treiber	75-25	5	1803	5000000
AMD Treiber	75-25	5	1808	5000000
AMD Treiber	75-25	5	1828	5000000
AMD Treiber	75-25	5	1790	5000000
AMD Treiber	75-25	5	1902	5000000
AMD Treiber	75-25	5	1677	5000000
AMD Treiber	75-25	5	1860	5000000
AMD Treiber	75-25	5	1764	5000000
AMD Treiber	75-25	5	1659	5000000
AMD Treiber	75-25	6	1995	5000000
AMD Treiber	75-25	6	2049	5000000
AMD Treiber	75-25	6	2190	5000000
AMD Treiber	75-25	6	2118	5000000
AMD Treiber	75-25	6	2127	5000000
AMD Treiber	75-25	6	2034	5000000
AMD Treiber	75-25	6	1945	5000000
AMD Treiber	75-25	6	1946	5000000
AMD Treiber	75-25	6	2048	5000000
AMD Treiber	75-25	6	2075	5000000
AMD Treiber	75-25	7	2323	5000000
AMD Treiber	75-25	7	2282	5000000
AMD Treiber	75-25	7	2218	5000000
AMD Treiber	75-25	7	2423	5000000
AMD Treiber	75-25	7	2228	5000000
AMD Treiber	75-25	7	2196	5000000
AMD Treiber	75-25	7	2333	5000000
AMD Treiber	75-25	7	2236	5000000
AMD Treiber	75-25	7	2209	5000000
AMD Treiber	75-25	7	2380	5000000
AMD Treiber	75-25	8	2397	5000000
AMD Treiber	75-25	8	2330	5000000
AMD Treiber	75-25	8	2386	5000000
AMD Treiber	75-25	8	2398	5000000
AMD Treiber	75-25	8	2326	5000000
AMD Treiber	75-25	8	2489	5000000
AMD Treiber	75-25	8	2482	5000000
AMD Treiber	75-25	8	2478	5000000
AMD Treiber	75-25	8	2633	5000000
AMD Treiber	75-25	8	2633	5000000
AMD Treiber	75-25	9	2414	5000000
AMD Treiber	75-25	9	2525	5000000
AMD Treiber	75-25	9	2463	5000000
AMD Treiber	75-25	9	2395	5000000
AMD Treiber	75-25	9	2401	5000000
AMD Treiber	75-25	9	2445	5000000
AMD Treiber	75-25	9	2379	5000000
AMD Treiber	75-25	9	2382	5000000
AMD Treiber	75-25	9	2568	5000000
AMD Treiber	75-25	9	2377	5000000
AMD Treiber	75-25	10	2386	5000000
AMD Treiber	75-25	10	2471	5000000
AMD Treiber	75-25	10	2397	5000000
AMD Treiber	75-25	10	2499	5000000
AMD Treiber	75-25	10	2467	5000000
AMD Treiber	75-25	10	2500	5000000
AMD Treiber	75-25	10	2507	5000000
AMD Treiber	75-25	10	2440	5000000
AMD Treiber	75-25	10	2460	5000000
AMD Treiber	75-25	10	2541	5000000
AMD Treiber	75-25	11	2534	5000000
AMD Treiber	75-25	11	2618	5000000
AMD Treiber	75-25	11	2619	5000000
AMD Treiber	75-25	11	2566	5000000
AMD Treiber	75-25	11	2609	5000000
AMD Treiber	75-25	11	2543	5000000
AMD Treiber	75-25	11	2603	5000000
AMD Treiber	75-25	11	2598	5000000
AMD Treiber	75-25	11	2556	5000000
AMD Treiber	75-25	11	2583	5000000
AMD Treiber	75-25	12	2660	5000000
AMD Treiber	75-25	12	2680	5000000
AMD Treiber	75-25	12	2698	5000000
AMD Treiber	75-25	12	2670	5000000
AMD Treiber	75-25	12	2661	5000000
AMD Treiber	75-25	12	2786	5000000
AMD Treiber	75-25	12	2688	5000000
AMD Treiber	75-25	12	2633	5000000
AMD Treiber	75-25	12	2664	5000000
AMD Treiber	75-25	12	2716	5000000
AMD Treiber	75-25	13	2759	5000000
AMD Treiber	75-25	13	2775	5000000
AMD Treiber	75-25	13	2612	5000000
AMD Treiber	75-25	13	2797	5000000
AMD Treiber	75-25	13	2800	5000000
AMD Treiber	75-25	13	2760	5000000
AMD Treiber	75-25	13	2792	5000000
AMD Treiber	75-25	13	2806	5000000
AMD Treiber	75-25	13	2804	5000000
AMD Treiber	75-25	13	2735	5000000
AMD Treiber	75-25	14	2918	5000000
AMD Treiber	75-25	14	2924	5000000
AMD Treiber	75-25	14	3005	5000000
AMD Treiber	75-25	14	2988	5000000
AMD Treiber	75-25	14	2833	5000000
AMD Treiber	75-25	14	2945	5000000
AMD Treiber	75-25	14	2856	5000000
AMD Treiber	75-25	14	2947	5000000
AMD Treiber	75-25	14	2998	5000000
AMD Treiber	75-25	14	2991	5000000
AMD Treiber	75-25	15	2988	5000000
AMD Treiber	75-25	15	3054	5000000
AMD Treiber	75-25	15	2965	5000000
AMD Treiber	75-25	15	3042	5000000
AMD Treiber	75-25	15	3089	5000000
AMD Treiber	75-25	15	3006	5000000
AMD Treiber	75-25	15	2890	5000000
AMD Treiber	75-25	15	2934	5000000
AMD Treiber	75-25	15	3185	5000000
AMD Treiber	75-25	15	3026	5000000
AMD Treiber	75-25	16	3159	5000000
AMD Treiber	75-25	16	3148	5000000
AMD Treiber	75-25	16	3071	5000000
AMD Treiber	75-25	16	3182	5000000
AMD Treiber	75-25	16	3213	5000000
AMD Treiber	75-25	16	2977	5000000
AMD Treiber	75-25	16	3023	5000000
AMD Treiber	75-25	16	3121	5000000
AMD Treiber	75-25	16	3165	5000000
AMD Treiber	75-25	16	3183	5000000
AMD Treiber	75-25	17	3242	5000000
AMD Treiber	75-25	17	3220	5000000
AMD Treiber	75-25	17	3184	5000000
AMD Treiber	75-25	17	3337	5000000
AMD Treiber	75-25	17	3170	5000000
AMD Treiber	75-25	17	3242	5000000
AMD Treiber	75-25	17	3260	5000000
AMD Treiber	75-25	17	3175	5000000
AMD Treiber	75-25	17	3214	5000000
AMD Treiber	75-25	17	3270	5000000
AMD Treiber	75-25	18	3207	5000000
AMD Treiber	75-25	18	3200	5000000
AMD Treiber	75-25	18	3289	5000000
AMD Treiber	75-25	18	3394	5000000
AMD Treiber	75-25	18	3315	5000000
AMD Treiber	75-25	18	3284	5000000
AMD Treiber	75-25	18	3262	5000000
AMD Treiber	75-25	18	3259	5000000
AMD Treiber	75-25	18	3414	5000000
AMD Treiber	75-25	18	3342	5000000
AMD Treiber	75-25	19	3356	5000000
AMD Treiber	75-25	19	3349	5000000
AMD Treiber	75-25	19	3361	5000000
AMD Treiber	75-25	19	3244	5000000
AMD Treiber	75-25	19	3199	5000000
AMD Treiber	75-25	19	3401	5000000
AMD Treiber	75-25	19	3413	5000000
AMD Treiber	75-25	19	3340	5000000
AMD Treiber	75-25	19	3344	5000000
AMD Treiber	75-25	19	3430	5000000
AMD Treiber	75-25	20	3435	5000000
AMD Treiber	75-25	20	3013	5000000
AMD Treiber	75-25	20	3609	5000000
AMD Treiber	75-25	20	3445	5000000
AMD Treiber	75-25	20	3422	5000000
AMD Treiber	75-25	20	3158	5000000
AMD Treiber	75-25	20	3477	5000000
AMD Treiber	75-25	20	3585	5000000
AMD Treiber	75-25	20	3313	5000000
AMD Treiber	75-25	20	3506	5000000
AMD Treiber	75-25	21	3357	5000000
AMD Treiber	75-25	21	3539	5000000
AMD Treiber	75-25	21	3349	5000000
AMD Treiber	75-25	21	3404	5000000
AMD Treiber	75-25	21	3430	5000000
AMD Treiber	75-25	21	3499	5000000
AMD Treiber	75-25	21	3108	5000000
AMD Treiber	75-25	21	3477	5000000
AMD Treiber	75-25	21	3557	5000000
AMD Treiber	75-25	21	3328	5000000
AMD Treiber	75-25	22	3357	5000000
AMD Treiber	75-25	22	3312	5000000
AMD Treiber	75-25	22	3299	5000000
AMD Treiber	75-25	22	3293	5000000
AMD Treiber	75-25	22	3465	5000000
AMD Treiber	75-25	22	3532	5000000
AMD Treiber	75-25	22	3414	5000000
AMD Treiber	75-25	22	3456	5000000
AMD Treiber	75-25	22	3283	5000000
AMD Treiber	75-25	22	3432	5000000
AMD Treiber	75-25	23	3390	5000000
AMD Treiber	75-25	23	3435	5000000
AMD Treiber	75-25	23	3411	5000000
AMD Treiber	75-25	23	3394	5000000
AMD Treiber	75-25	23	3592	5000000
AMD Treiber	75-25	23	3566	5000000
AMD Treiber	75-25	23	3518	5000000
AMD Treiber	75-25	23	3455	5000000
AMD Treiber	75-25	23	3524	5000000
AMD Treiber	75-25	23	3545	5000000
AMD Treiber	75-25	24	3322	5000000
AMD Treiber	75-25	24	3435	5000000
AMD Treiber	75-25	24	3368	5000000
AMD Treiber	75-25	24	3537	5000000
AMD Treiber	75-25	24	3591	5000000
AMD Treiber	75-25	24	3262	5000000
AMD Treiber	75-25	24	3402	5000000
AMD Treiber	75-25	24	3594	5000000
AMD Treiber	75-25	24	3522	5000000
AMD Treiber	75-25	24	3584	5000000
AMD Treiber	75-25	25	3574	5000000
AMD Treiber	75-25	25	3341	5000000
AMD Treiber	75-25	25	3544	5000000
AMD Treiber	75-25	25	3550	5000000
AMD Treiber	75-25	25	3350	5000000
AMD Treiber	75-25	25	3454	5000000
AMD Treiber	75-25	25	3342	5000000
AMD Treiber	75-25	25	3478	5000000
AMD Treiber	75-25	25	3395	5000000
AMD Treiber	75-25	25	3460	5000000
AMD Treiber	75-25	26	3411	5000000
AMD Treiber	75-25	26	3429	5000000
AMD Treiber	75-25	26	3443	5000000
AMD Treiber	75-25	26	3591	5000000
AMD Treiber	75-25	26	3318	5000000
AMD Treiber	75-25	26	3398	5000000
AMD Treiber	75-25	26	3328	5000000
AMD Treiber	75-25	26	3331	5000000
AMD Treiber	75-25	26	3441	5000000
AMD Treiber	75-25	26	3450	5000000
AMD Treiber	75-25	27	3332	5000000
AMD Treiber	75-25	27	3382	5000000
AMD Treiber	75-25	27	3318	5000000
AMD Treiber	75-25	27	3448	5000000
AMD Treiber	75-25	27	3381	5000000
AMD Treiber	75-25	27	3249	5000000
AMD Treiber	75-25	27	3554	5000000
AMD Treiber	75-25	27	3346	5000000
AMD Treiber	75-25	27	3428	5000000
AMD Treiber	75-25	27	3554	5000000
AMD Treiber	75-25	28	3284	5000000
AMD Treiber	75-25	28	3395	5000000
AMD Treiber	75-25	28	3354	5000000
AMD Treiber	75-25	28	3270	5000000
AMD Treiber	75-25	28	3372	5000000
AMD Treiber	75-25	28	3358	5000000
AMD Treiber	75-25	28	3374	5000000
AMD Treiber	75-25	28	3369	5000000
AMD Treiber	75-25	28	3380	5000000
AMD Treiber	75-25	28	3265	5000000
AMD Treiber	75-25	29	3400	5000000
AMD Treiber	75-25	29	3366	5000000
AMD Treiber	75-25	29	3344	5000000
AMD Treiber	75-25	29	3325	5000000
AMD Treiber	75-25	29	3350	5000000
AMD Treiber	75-25	29	3275	5000000
AMD Treiber	75-25	29	3386	5000000
AMD Treiber	75-25	29	3317	5000000
AMD Treiber	75-25	29	3284	5000000
AMD Treiber	75-25	29	3200	5000000
AMD Treiber	75-25	30	3332	5000000
AMD Treiber	75-25	30	3070	5000000
AMD Treiber	75-25	30	3306	5000000
AMD Treiber	75-25	30	3218	5000000
AMD Treiber	75-25	30	3229	5000000
AMD Treiber	75-25	30	3196	5000000
AMD Treiber	75-25	30	3256	5000000
AMD Treiber	75-25	30	3253	5000000
AMD Treiber	75-25	30	3373	5000000
AMD Treiber	75-25	30	3243	5000000
AMD Treiber	75-25	31	3172	5000000
AMD Treiber	75-25	31	3231	5000000
AMD Treiber	75-25	31	3244	5000000
AMD Treiber	75-25	31	3199	5000000
AMD Treiber	75-25	31	3407	5000000
AMD Treiber	75-25	31	3359	5000000
AMD Treiber	75-25	31	3343	5000000
AMD Treiber	75-25	31	3261	5000000
AMD Treiber	75-25	31	3248	5000000
AMD Treiber	75-25	31	3220	5000000
AMD Treiber	75-25	32	3281	5000000
AMD Treiber	75-25	32	3263	5000000
AMD Treiber	75-25	32	3061	5000000
AMD Treiber	75-25	32	3314	5000000
AMD Treiber	75-25	32	3285	5000000
AMD Treiber	75-25	32	3371	5000000
AMD Treiber	75-25	32	3188	5000000
AMD Treiber	75-25	32	3336	5000000
AMD Treiber	75-25	32	3057	5000000
AMD Treiber	75-25	32	3260	5000000
AMD Treiber	75-25	33	3335	5000000
AMD Treiber	75-25	33	3275	5000000
AMD Treiber	75-25	33	3196	5000000
AMD Treiber	75-25	33	3253	5000000
AMD Treiber	75-25	33	3290	5000000
AMD Treiber	75-25	33	3451	5000000
AMD Treiber	75-25	33	3160	5000000
AMD Treiber	75-25	33	3345	5000000
AMD Treiber	75-25	33	3322	5000000
AMD Treiber	75-25	33	3239	5000000
AMD Treiber	75-25	34	3454	5000000
AMD Treiber	75-25	34	3114	5000000
AMD Treiber	75-25	34	3058	5000000
AMD Treiber	75-25	34	3269	5000000
AMD Treiber	75-25	34	3325	5000000
AMD Treiber	75-25	34	3360	5000000
AMD Treiber	75-25	34	3290	5000000
AMD Treiber	75-25	34	3328	5000000
AMD Treiber	75-25	34	3292	5000000
AMD Treiber	75-25	34	3212	5000000
AMD Treiber	75-25	35	3395	5000000
AMD Treiber	75-25	35	3402	5000000
AMD Treiber	75-25	35	3515	5000000
